"Ano";"Nome do autor";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";
"2022";"MARCIO BITTAR";"0002";"ACRE (UF)";"Encargos especiais";"Outras transferências";"4.400.000,00";"2.200.000,00";"2.200.000,00";
"2022";"AUGUSTO COUTINHO";"0004";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"4.400.000,00";"4.400.000,00";"4.400.000,00";
"2022";"CHICO RODRIGUES";"0006";"RORAIMA (UF)";"Saúde";"Atenção básica";"4.401.910,00";"4.401.910,00";"4.401.910,00";
"2022";"PEDRO PAULO";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.420.458,00";"4.420.458,00";"4.420.458,00";
"2022";"MIGUEL LOMBARDI";"0003";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"4.434.000,00";"4.434.000,00";"4.434.000,00";
"2022";"SUBTENENTE GONZAGA";"0008";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.437.701,00";"4.437.701,00";"4.437.701,00";
"2022";"MARIA DO CARMO ALVES";"0006";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"4.439.682,00";"2.219.841,00";"2.219.841,00";
"2022";"LUIZAO GOULART";"0005";"PARANÁ (UF)";"Saúde";"Atenção básica";"4.441.491,00";"4.441.491,00";"4.441.491,00";
"2022";"FRANCO CARTAFINA";"0005";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.454.281,00";"4.454.281,00";"4.454.281,00";
"2022";"GIOVANI CHERINI";"0001";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"4.467.610,00";"4.467.610,00";"4.467.610,00";
"2022";"GENERAL GIRAO";"0001";"RIO GRANDE DO NORTE (UF)";"Encargos especiais";"Outras transferências";"4.468.682,00";"2.234.341,00";"2.234.341,00";
"2022";"BANCADA DO RIO DE JANEIRO";"0010";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.477.940,00";"0,00";"0,00";
"2022";"JOAQUIM PASSARINHO";"0005";"PARÁ (UF)";"Saúde";"Atenção básica";"4.478.796,00";"4.478.796,00";"4.478.796,00";
"2022";"FRANCISCO JR.";"0005";"GOIÁS (UF)";"Assistência social";"Assistência comunitária";"4.479.426,00";"4.162.926,00";"3.912.926,00";
"2022";"DIMAS FABIANO";"0004";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.492.946,00";"4.492.946,00";"4.492.946,00";
"2022";"CORONEL TADEU";"0001";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.493.123,00";"4.493.123,00";"4.493.123,00";
"2022";"HEITOR SCHUCH";"0001";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"4.500.000,00";"2.250.000,00";"2.250.000,00";
"2022";"PEDRO PAULO";"0004";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"4.500.000,00";"4.500.000,00";"0,00";
"2022";"BANCADA DE GOIAS";"0007";"GOIÁS (UF)";"Urbanismo";"infra-estrutura urbana";"4.500.000,00";"0,00";"0,00";
"2022";"AMARO NETO";"0002";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"4.558.755,00";"2.279.377,50";"2.279.377,50";
"2022";"BANCADA DA PARAIBA";"0007";"CAMPINA GRANDE - PB";"Agricultura";"Promoção da produção agropecuária";"4.584.000,00";"0,00";"0,00";
"2022";"BANCADA DO CEARA";"0008";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.595.426,00";"1.238.959,00";"1.238.959,00";
"2022";"PAULO EDUARDO MARTINS";"0001";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"4.600.000,00";"2.300.000,00";"2.300.000,00";
"2022";"LIDICE DA MATA";"0011";"BAHIA (UF)";"Saúde";"Atenção básica";"4.613.302,00";"4.613.302,00";"4.613.302,00";
"2022";"RUI FALCAO";"0010";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.614.562,00";"4.614.562,00";"4.614.562,00";
"2022";"JOSE PRIANTE";"0001";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.620.348,00";"4.620.348,00";"4.620.348,00";
"2022";"PAULO TEIXEIRA";"0001";"Nacional";"Encargos especiais";"Outras transferências";"4.629.000,00";"2.314.500,00";"2.314.500,00";
"2022";"PEDRO WESTPHALEN";"0013";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"4.629.682,00";"1.839.841,00";"1.839.841,00";
"2022";"CHRISTINO AUREO";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.630.360,00";"4.630.360,00";"4.630.360,00";
"2022";"GELSON AZEVEDO";"0002";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"4.639.365,00";"2.319.682,50";"2.319.682,50";
"2022";"MOSES RODRIGUES";"0004";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"4.639.365,00";"2.319.682,50";"2.319.682,50";
"2022";"BANCADA DA BAHIA";"0010";"BAHIA (UF)";"Educação";"Ensino superior";"4.641.914,77";"3.823.112,67";"3.249.230,65";
"2022";"ROBERTO ALVES";"0005";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.645.706,00";"4.645.706,00";"4.645.706,00";
"2022";"NELSON BARBUDO";"0001";"MATO GROSSO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.662.660,00";"4.662.660,00";"4.662.660,00";
"2022";"MARINA SANTOS";"0001";"PIAUÍ (UF)";"Saúde";"Atenção básica";"4.670.896,00";"4.670.896,00";"4.670.896,00";
"2022";"ALEXANDRE LEITE";"0009";"SÃO PAULO (UF)";"Urbanismo";"infra-estrutura urbana";"4.680.000,00";"0,00";"0,00";
"2022";"MARCO BERTAIOLLI";"0002";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.682.254,00";"4.682.254,00";"4.682.254,00";
"2022";"MARCO BERTAIOLLI";"0001";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.682.255,00";"4.682.255,00";"4.682.255,00";
"2022";"MAURO LOPES";"0003";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.689.792,00";"4.689.792,00";"4.689.792,00";
"2022";"BANCADA DO PARA";"0011";"PARÁ (UF)";"Urbanismo";"Assistência comunitária";"4.690.828,16";"0,00";"0,00";
"2022";"SILAS CAMARA";"0003";"AMAZONAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.694.135,00";"4.694.135,00";"4.694.135,00";
"2022";"SILAS CAMARA";"0002";"AMAZONAS (UF)";"Saúde";"Atenção básica";"4.694.222,00";"4.694.222,00";"4.694.222,00";
"2022";"DARIO BERGER";"0004";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"4.699.778,00";"4.699.778,00";"4.699.778,00";
"2022";"LIZIANE BAYER";"0003";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.709.414,00";"4.709.414,00";"4.709.414,00";
"2022";"LIZIANE BAYER";"0006";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"4.709.415,00";"4.709.415,00";"4.709.415,00";
"2022";"GLEISI HOFFMANN";"0002";"PARANÁ (UF)";"Saúde";"Atenção básica";"4.710.591,00";"4.710.591,00";"4.710.591,00";
"2022";"JAQUELINE CASSOL";"0004";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.714.978,00";"4.714.978,00";"4.714.978,00";
"2022";"JAQUES WAGNER";"0012";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"4.719.682,00";"2.359.841,00";"2.359.841,00";
"2022";"DELEGADO PABLO";"0005";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"4.724.682,00";"2.362.341,00";"2.362.341,00";
"2022";"NILTO TATTO";"0013";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.731.080,00";"4.731.080,00";"4.731.080,00";
"2022";"VICENTINHO";"0016";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"4.750.000,00";"2.550.000,00";"2.550.000,00";
"2022";"ENRICO MISASI";"0004";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"4.757.822,00";"4.757.822,00";"4.757.822,00";
"2022";"KATIA ABREU";"0003";"TOCANTINS (UF)";"Saúde";"Atenção básica";"4.759.000,00";"4.759.000,00";"4.759.000,00";
"2022";"CARMEN ZANOTTO";"0001";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"4.772.399,00";"4.772.399,00";"4.772.399,00";
"2022";"CARLOS VIANA";"0001";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.776.772,00";"4.776.772,00";"4.776.772,00";
"2022";"RICARDO DA KAROL";"0001";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.780.204,00";"4.780.204,00";"4.780.204,00";
"2022";"GUTEMBERG REIS";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.781.054,00";"4.781.054,00";"4.781.054,00";
"2022";"MARINA SANTOS";"0002";"PIAUÍ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.790.895,00";"4.790.895,00";"4.790.895,00";
"2022";"EDILAZIO JUNIOR";"0002";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.790.895,00";"4.790.895,00";"4.790.895,00";
"2022";"CLEBER VERDE";"0008";"MARANHÃO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.790.896,00";"4.790.896,00";"4.790.896,00";
"2022";"CLEBER VERDE";"0001";"MARANHÃO (UF)";"Saúde";"Atenção básica";"4.790.896,00";"4.790.896,00";"4.790.896,00";
"2022";"EDILAZIO JUNIOR";"0001";"MARANHÃO (UF)";"Saúde";"Atenção básica";"4.790.898,00";"4.790.898,00";"4.790.898,00";
"2022";"CARLOS FAVARO";"0003";"MATO GROSSO (UF)";"Saúde";"Atenção básica";"4.798.216,00";"4.798.216,00";"4.798.216,00";
"2022";"CARLOS FAVARO";"0004";"MATO GROSSO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.798.216,00";"4.798.216,00";"4.798.216,00";
"2022";"BANCADA DE PERNAMBUCO";"0013";"PERNAMBUCO (UF)";"Defesa nacional";"Defesa terrestre";"4.799.072,90";"845.860,04";"390.349,18";
"2022";"RUI FALCAO";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"4.799.689,00";"2.699.844,50";"2.699.844,50";
"2022";"BANCADA DA PARAIBA";"0015";"PARAÍBA (UF)";"Educação";"Ensino superior";"4.800.000,00";"0,00";"0,00";
"2022";"DA VITORIA";"0008";"ESPÍRITO SANTO (UF)";"Saúde";"Atenção básica";"4.802.157,00";"4.802.157,00";"4.802.157,00";
"2022";"CORONEL CHRISOSTOMO";"0002";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.806.832,00";"4.806.832,00";"4.806.832,00";
"2022";"BANCADA DO ESPIRITO SANTO";"0015";"ESPÍRITO SANTO (UF)";"Educação";"Ensino superior";"4.811.004,00";"0,00";"0,00";
"2022";"DANIEL SILVEIRA";"0004";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"4.819.682,00";"2.409.841,00";"2.409.841,00";
"2022";"COVATTI FILHO";"0011";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"4.837.887,00";"4.837.887,00";"4.837.887,00";
"2022";"PAULO RAMOS";"0014";"Nacional";"Saúde";"Desenvolvimento científico";"4.839.088,45";"1.790.088,52";"0,00";
"2022";"JESUS SERGIO";"0004";"ACRE (UF)";"Saúde";"Atenção básica";"4.840.905,00";"4.840.905,00";"4.840.905,00";
"2022";"ALE SILVA";"0001";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"4.849.680,00";"2.424.840,00";"2.424.840,00";
"2022";"PAULA BELMONTE";"0016";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.857.095,00";"0,00";"0,00";
"2022";"CHRISTINO AUREO";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.866.921,00";"4.866.921,00";"4.866.921,00";
"2022";"GIOVANI FELTES";"0005";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"4.877.133,00";"4.877.133,00";"4.877.133,00";
"2022";"ALENCAR SANTANA BRAGA";"0004";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"4.880.000,00";"2.440.000,00";"2.440.000,00";
"2022";"RODRIGO PACHECO";"0004";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"4.880.000,00";"1.530.000,00";"1.530.000,00";
"2022";"LUCAS BARRETO";"0004";"AMAPÁ (UF)";"Saúde";"Atenção básica";"4.886.177,00";"4.886.177,00";"4.886.177,00";
"2022";"PAULO GUEDES";"0001";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.888.845,00";"4.888.845,00";"4.888.845,00";
"2022";"JEAN PAUL PRATES";"0001";"RIO GRANDE DO NORTE (UF)";"Saúde";"Atenção básica";"4.888.845,00";"4.888.845,00";"4.888.845,00";
"2022";"ELMAR NASCIMENTO";"0015";"BAHIA (UF)";"Saúde";"Atenção básica";"4.888.845,00";"4.888.845,00";"4.888.845,00";
"2022";"IDILVAN ALENCAR";"0005";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"4.889.365,00";"2.444.682,50";"2.444.682,50";
"2022";"MARLON SANTOS";"0001";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"4.889.365,00";"2.669.682,50";"2.669.682,50";
"2022";"GLAUSTIN DA FOKUS";"0004";"GOIÁS (UF)";"Saúde";"Atenção básica";"4.889.518,00";"4.889.518,00";"4.889.518,00";
"2022";"LUIZIANNE LINS";"0005";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"4.900.000,00";"2.450.000,00";"2.450.000,00";
"2022";"DANIEL SILVEIRA";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"4.905.461,00";"4.905.461,00";"4.905.461,00";
"2022";"FRANCO CARTAFINA";"0004";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.914.208,00";"4.914.208,00";"4.914.208,00";
"2022";"OSSESIO SILVA";"0008";"PERNAMBUCO (UF)";"Urbanismo";"infra-estrutura urbana";"4.919.682,00";"0,00";"0,00";
"2022";"ROMARIO";"0006";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"4.939.680,00";"4.939.680,00";"4.939.680,00";
"2022";"BANCADA DO PARA";"0008";"PARÁ (UF)";"Organização agrária";"Reforma agrária";"4.943.696,00";"7.772,47";"0,00";
"2022";"LEDA SADALA";"0015";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"4.948.777,00";"3.534.838,50";"3.534.838,50";
"2022";"LUCIANO DUCCI";"0002";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.948.975,00";"149.539,00";"149.539,00";
"2022";"JOSE MEDEIROS";"0006";"MATO GROSSO (UF)";"Encargos especiais";"Outras transferências";"4.963.682,00";"2.481.841,00";"2.481.841,00";
"2022";"DANIELA DO WAGUINHO";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"4.982.756,00";"4.982.756,00";"4.982.756,00";
"2022";"SERGIO TOLEDO";"0002";"ALAGOAS (UF)";"Saúde";"Atenção básica";"4.996.640,00";"4.996.640,00";"4.996.640,00";
"2022";"ALE SILVA";"0002";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"4.997.454,00";"4.997.454,00";"4.997.454,00";
"2022";"BANCADA DE RONDONIA";"0005";"MONTE NEGRO - RO";"Defesa nacional";"Assistência comunitária";"4.999.997,38";"199.997,38";"199.997,38";
"2022";"TELMARIO MOTA";"0003";"CAROEBE - RR";"Encargos especiais";"Outras transferências";"5.000.000,00";"2.800.000,00";"2.800.000,00";
"2022";"BANCADA DO RIO GRANDE DO SUL";"0002";"RIO GRANDE DO SUL (UF)";"Transporte";"Transporte rodoviário";"5.000.000,00";"0,00";"0,00";
"2022";"GUTEMBERG REIS";"0001";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"5.000.000,00";"2.500.000,00";"2.500.000,00";
"2022";"BANCADA DE PERNAMBUCO";"0004";"JABOATÃO DOS GUARARAPES - PE";"Gestão ambiental";"Preservação e conservação ambiental";"5.000.000,00";"0,00";"0,00";
"2022";"LUCIANO BIVAR";"0004";"SÃO CAITANO - PE";"Encargos especiais";"Outras transferências";"5.000.000,00";"2.500.000,00";"2.500.000,00";
"2022";"VAVA MARTINS";"0001";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"5.000.000,00";"2.500.000,00";"2.500.000,00";
"2022";"BANCADA DE TOCANTINS";"0003";"AXIXÁ DO TOCANTINS - TO";"Urbanismo";"infra-estrutura urbana";"5.000.000,00";"0,00";"0,00";
"2022";"JOSE AIRTON FELIX CIRILO";"0003";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"5.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"ATILA LINS";"0016";"AMAZONAS (UF)";"Saúde";"Atenção básica";"5.000.000,00";"5.000.000,00";"5.000.000,00";
"2022";"BANCADA DE RORAIMA";"0013";"BONFIM - RR";"Urbanismo";"Assistência comunitária";"5.000.000,00";"0,00";"0,00";
"2022";"BANCADA DO PIAUI";"0003";"PARNAGUÁ - PI";"Urbanismo";"infra-estrutura urbana";"5.000.000,00";"0,00";"0,00";
"2022";"VITOR HUGO";"0001";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"5.009.681,00";"2.504.840,50";"2.504.840,50";
"2022";"MAILZA GOMES";"0008";"ACRE (UF)";"Encargos especiais";"Outras transferências";"5.019.682,00";"3.384.841,00";"3.384.841,00";
"2022";"EUCLYDES PETTERSEN";"0010";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"5.030.000,00";"2.515.000,00";"2.515.000,00";
"2022";"HELIO LEITE";"0001";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.033.503,00";"5.033.503,00";"5.033.503,00";
"2022";"CARLA ZAMBELLI";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"5.039.365,00";"2.519.682,50";"2.519.682,50";
"2022";"NELSINHO TRAD";"0002";"MATO GROSSO DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.056.738,00";"5.056.738,00";"5.056.738,00";
"2022";"JUNIO AMARAL";"0007";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"5.059.682,00";"2.529.841,00";"2.529.841,00";
"2022";"NERI GELLER";"0003";"MATO GROSSO (UF)";"Encargos especiais";"Outras transferências";"5.073.778,00";"3.300.000,00";"3.300.000,00";
"2022";"SERGIO SOUZA";"0001";"PARANÁ (UF)";"Saúde";"Atenção básica";"5.074.129,00";"5.074.129,00";"5.074.129,00";
"2022";"BANCADA DA PARAIBA";"0012";"PARAÍBA (UF)";"Educação";"Ensino superior";"5.089.234,85";"192.100,86";"0,00";
"2022";"WILSON SANTIAGO";"0001";"PARAÍBA (UF)";"Saúde";"Atenção básica";"5.112.702,00";"5.112.702,00";"5.112.702,00";
"2022";"JADER BARBALHO";"0006";"PARÁ (UF)";"Saúde";"Atenção básica";"5.114.095,00";"5.114.095,00";"5.114.095,00";
"2022";"BANCADA DA PARAIBA";"0014";"PARAÍBA (UF)";"Educação";"Ensino profissional";"5.119.674,11";"640.504,88";"506.459,88";
"2022";"JOSE NUNES";"0002";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"5.119.682,00";"3.009.841,00";"3.009.841,00";
"2022";"SERGIO PETECAO";"0009";"ACRE (UF)";"Encargos especiais";"Outras transferências";"5.119.682,00";"2.559.841,00";"2.559.841,00";
"2022";"LUIZ CARLOS MOTTA";"0002";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"5.125.596,00";"5.125.596,00";"5.125.596,00";
"2022";"FERNANDO MONTEIRO";"0002";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"5.127.840,00";"5.127.840,00";"5.127.840,00";
"2022";"BANCADA DE SANTA CATARINA";"0012";"MÚLTIPLO";"Educação";"Ensino profissional";"5.128.648,49";"1.056.467,86";"123.753,11";
"2022";"ELI BORGES";"0006";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"5.130.000,00";"2.565.000,00";"2.565.000,00";
"2022";"BANCADA DE GOIAS";"0010";"GOIÁS (UF)";"Saúde";"Atenção básica";"5.131.074,00";"3.907.216,00";"3.907.216,00";
"2022";"ZE CARLOS";"0004";"MARANHÃO (UF)";"Urbanismo";"Assistência comunitária";"5.148.198,90";"986.929,99";"975.354,18";
"2022";"LAERCIO OLIVEIRA";"0007";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"5.150.000,00";"2.575.000,00";"2.575.000,00";
"2022";"WEVERTON";"0006";"MARANHÃO (UF)";"Saúde";"Atenção básica";"5.150.306,00";"5.150.306,00";"5.150.306,00";
"2022";"ANGELA AMIN";"0001";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"5.154.894,00";"5.154.894,00";"5.154.894,00";
"2022";"CARLA ZAMBELLI";"0005";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.175.423,00";"5.175.423,00";"5.175.423,00";
"2022";"FLAVIO ARNS";"0006";"PARANÁ (UF)";"Assistência social";"Assistência comunitária";"5.177.556,00";"5.177.556,00";"5.127.556,00";
"2022";"LEONARDO MONTEIRO";"0001";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.184.139,00";"5.184.139,00";"5.184.139,00";
"2022";"JOSE NUNES";"0007";"BAHIA (UF)";"Saúde";"Atenção básica";"5.186.273,00";"5.186.273,00";"5.186.273,00";
"2022";"FELIPE RIGONI";"0005";"ESPÍRITO SANTO (UF)";"Encargos especiais";"Outras transferências";"5.190.959,00";"2.595.479,50";"2.595.479,50";
"2022";"WALTER ALVES";"0006";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.197.507,00";"5.197.507,00";"5.197.507,00";
"2022";"RUY CARNEIRO";"0002";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"5.200.000,00";"2.600.000,00";"2.600.000,00";
"2022";"ALINE SLEUTJES";"0006";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.200.000,00";"0,00";"0,00";
"2022";"DANIEL ALMEIDA";"0002";"BAHIA (UF)";"Saúde";"Atenção básica";"5.201.123,00";"5.201.123,00";"5.201.123,00";
"2022";"LUCAS VERGILIO";"0001";"GOIÁS (UF)";"Saúde";"Atenção básica";"5.201.441,00";"4.801.441,00";"4.801.441,00";
"2022";"JOSE GUIMARAES";"0001";"CEARÁ (UF)";"Saúde";"Atenção básica";"5.203.108,00";"5.203.108,00";"5.203.108,00";
"2022";"RENAN CALHEIROS";"0006";"ALAGOAS (UF)";"Encargos especiais";"Outras transferências";"5.204.000,00";"2.602.000,00";"2.602.000,00";
"2022";"HIRAN GONCALVES";"0006";"RORAIMA (UF)";"Saúde";"Saneamento básico rural";"5.209.215,00";"0,00";"0,00";
"2022";"LOURIVAL GOMES";"0005";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"5.210.000,00";"2.605.000,00";"2.605.000,00";
"2022";"REGINALDO LOPES";"0020";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"5.213.808,00";"5.213.808,00";"5.213.808,00";
"2022";"NEUCIMAR FRAGA";"0001";"ESPÍRITO SANTO (UF)";"Saúde";"Atenção básica";"5.220.255,00";"5.220.255,00";"5.220.255,00";
"2022";"ELI BORGES";"0001";"TOCANTINS (UF)";"Saúde";"Atenção básica";"5.222.450,00";"5.222.450,00";"5.222.450,00";
"2022";"MARIA DO CARMO ALVES";"0009";"SERGIPE (UF)";"Saúde";"Atenção básica";"5.228.088,00";"5.228.088,00";"5.228.088,00";
"2022";"PROFESSORA DAYANE PIMENTEL";"0002";"CAMAÇARI - BA";"Saúde";"Atenção básica";"5.228.176,00";"5.228.176,00";"5.228.176,00";
"2022";"CARLOS CHIODINI";"0003";"SANTA CATARINA (UF)";"Saúde";"Atenção básica";"5.236.151,00";"5.236.151,00";"5.236.151,00";
"2022";"DELEGADO MARCELO FREITAS";"0002";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.236.151,00";"5.236.151,00";"5.236.151,00";
"2022";"JUNIOR LOURENCO";"0002";"MARANHÃO (UF)";"Saúde";"Atenção básica";"5.236.481,00";"5.236.481,00";"5.236.481,00";
"2022";"MARGARETE COELHO";"0002";"PIAUÍ (UF)";"Saúde";"Atenção básica";"5.236.481,00";"5.236.481,00";"5.236.481,00";
"2022";"AUREA CAROLINA";"0011";"BELO HORIZONTE - MG";"Saúde";"Assistência hospitalar e ambulatorial";"5.249.738,00";"5.249.738,00";"5.249.738,00";
"2022";"LUIZ ANTONIO CORREA";"0004";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"5.250.000,00";"5.249.999,99";"5.249.999,99";
"2022";"OLIVAL MARQUES";"0002";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5.251.697,00";"5.251.697,00";"5.251.697,00";
"2022";"GIORDANO";"0003";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"5.269.088,00";"5.269.088,00";"5.269.088,00";
